service_type,org,name,common_name,full_name,address,city,state,zip,lat,lon,acres,use_restriction,dedicated_park,community,service_district,playground,tot_lot,baseball_50_6,baseball_90,softball,multi_purpose,basketball,tennis,sand_vball,comfort_station,pickleball,source
park,City of San Diego Parks & Recreation,Birdrock Neighborhood Park,BIRD ROCK NP,Birdrock Neighborhood Park,"5371 La Jolla Hermosa Avenue, 92037",San Diego,CA,92037,32.81134372,-117.26207906,0.92356229,DEDIC PK/OS--ORD.,Y,LA JOLLA,44.0,0,0,0,0,1,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Serra Mesa Community Park & Recreation Center,SERRA MESA CP & REC CENTER,Serra Mesa Community Park & Recreation Center,"9020 Village Glen Drive, 92123",San Diego,CA,92123,32.80740859,-117.13310479,19.7108147,DEDIC PK/OS--ORD.,,SERRA MESA,45.0,1,1,0,0,2,1,2,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Solana Ranch Neighborhood Park,SOLANA RANCH NP,Solana Ranch Neighborhood Park,"13597 PACIFIC HIGHLANDS PKWY, 92130",San Diego,CA,13597,32.96686041,-117.19155021,4.999729589999999, ,N,PACIFIC HIGHLANDS RANCH,40.0,1,1,0,0,0,0,0,0,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Kate Sessions Memorial Park,KATE SESSIONS MEMORIAL NP,Kate Sessions Memorial Park,"5115 Soledad Road, 92109",San Diego,CA,92109,32.813357329999995,-117.23825312,79.2237607,DEDIC PK/OS--ORD.,,PACIFIC BEACH,44.0,1,1,0,0,0,0,0,0,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Vista Terrace Neighborhood Park,VISTA TERRACE NP,Vista Terrace Neighborhood Park,"301 Athey Ave., 92173",San Diego,CA,92173,32.56445204,-117.05150772,8.14228285,DEDIC PK/OS--ORD.,Y,SAN YSIDRO,42.0,1,1,0,0,2,1,0,0,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Capehart Open Space Park,CAPEHART OPEN SPACE PARK,Capehart Open Space Park,"4700 Soledad Mountain Road, 92109",San Diego,CA,92109,32.806882,-117.22557307,4.16199163,SEE L1203 ENTRIES,N,PACIFIC BEACH,44.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Western Hills Neighborhood Park,WESTERN HILLS NP,Western Hills Neighborhood Park,"4810 Kane Street, 92110",San Diego,CA,92110,32.786560709999996,-117.1962744,12.82328963,DEDIC PK/OS--ORD.,Y,CLAIREMONT MESA,44.0,1,0,0,0,0,0,1,0,0,0,2,Parks_SD
park,City of San Diego Parks & Recreation,Roadrunner Neighborhood Park,ROADRUNNER NP,Roadrunner Neighborhood Park,"4779 LA CUENTA DR, 92124",San Diego,CA,92124,32.8180256,-117.10167482,10.15497517,DEDIC PK/OS--ORD.,Y,TIERRASANTA,45.0,1,1,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Pacific Breezes Community Park,CESAR  SOLIS CP,Pacific Breezes Community Park,"4901 DEL SOL BLVD, 92154",San Diego,CA,92154,32.57032677,-117.02527383,15.39303042,DESIGNATED PARKLAND,N,OTAY MESA,42.0,1,1,0,0,1,1,0,0,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Mesa Verde Neighborhood Park,MESA VERDE NP,Mesa Verde Neighborhood Park,"8342 FLANDERS DR, 92126",San Diego,CA,92126,32.90595469,-117.14395288,4.68484988,DEDIC PK/OS--ORD.,Y,MIRA MESA,44.0,1,1,0,0,0,1,2,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Lake Murray Community Park,LAKE MURRAY CP,Lake Murray Community Park,"6308 PARK RIDGE BLVD, 92120",San Diego,CA,92120,32.79080183,-117.04691883,40.37513684,DEDIC PK/OS--ORD.,,NAVAJO,45.0,1,1,3,1,3,0,0,10,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Cypress Canyon Neighborhood Park,CYPRESS CANYON NP,Cypress Canyon Neighborhood Park,"11470 Cypress Canyon Rd., 92131",San Diego,CA,11470,32.92510086,-117.06553967,12.22582317,NONE,N,SCRIPPS MIRAMAR RANCH,40.0,1,1,0,0,4,1,1,0,0,1,3,Parks_SD
park,City of San Diego Parks & Recreation,Hilltop Community Park & Recreation Center,HILLTOP CP & REC CENTER,Hilltop Community Park & Recreation Center,"14000 MC ENTEE ST, 92129",San Diego,CA,14000,32.97048037,-117.11955775,33.014800470000004,DEDIC PK/OS--ORD.,Y,RANCHO PEÑASQUITOS,40.0,2,0,0,0,0,0,2,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Calumet Park,CALUMET NP,Calumet Park,"5433 Calumet Avenue, 92037",San Diego,CA,92037,32.810846,-117.2693896,0.72718268,DEDIC PK/OS--ORD.,Y,LA JOLLA,0.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Silver Terrace Mini-Park,SILVER TERRACE MP,Silver Terrace Mini-Park,"5500 Friars Road, 92110",San Diego,CA,92110,32.764765309999994,-117.1918167,1.5383022, ,N,MORENA,45.0,1,1,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Carmel Creek Neighborhood Park,CARMEL CREEK NP,Carmel Creek Neighborhood Park,"4260 Carmel Center Road, 92103",San Diego,CA,92103,32.95186593,-117.22492376,11.4862358,DEDIC PK/OS--ORD.,Y,CARMEL VALLEY,40.0,2,1,0,0,2,2,3,0,1,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Carmel Mtn. Ranch Community Park & Recreation Center,CARMEL MTN RCH CP & REC CENTER,Carmel Mtn. Ranch Community Park & Recreation Center,"10166 RANCHO CARMEL DR, 92128",San Diego,CA,10166,32.96662407,-117.09173364,18.44799138,SEE L1203 ENTRIES,Y,CARMEL MOUNTAIN RANCH,40.0,1,0,0,0,2,1,2,0,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Central Ave. Mini-Park,CENTRAL AVE MP,Central Ave. Mini-Park,"3660 CENTRAL AVE, 92105",San Diego,CA,92105,32.74512651,-117.10853014,0.67668947, PARK PER DEED,N,CITY HEIGHTS,41.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Sunridge Vista Mini-Park,SUNRIDGE VISTA MP,Sunridge Vista Mini-Park,"10305 Azuaga St, 92129",San Diego,CA,10305,32.95977869,-117.10496277,3.10217361, ,Y,RANCHO PEÑASQUITOS,40.0,0,1,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,North Park Community Park & Recreation Center,NORTH PARK CP & REC CENTER,North Park Community Park & Recreation Center,"4044 Idaho St., 92104",San Diego,CA,92104,32.75242453,-117.13443722,8.361591859999999,SEE L1203 ENTRIES,Y,GREATER NORTH PARK,41.0,1,1,0,0,1,1,1,3,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Lakeview Neighborhood Park,LAKEVIEW NP,Lakeview Neighborhood Park,"10794 MIRA LAGO TERRACE, 92131",San Diego,CA,10794,32.918391580000005,-117.08792576,13.19720107,UNKNOWN,Y,SCRIPPS MIRAMAR RANCH,40.0,2,0,0,0,0,0,0,0,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Breen Neighborhood Park,BREEN NP,Breen Neighborhood Park,"11103 Polaris Drive, 92126",San Diego,CA,11103,32.92348492,-117.12980158,9.87654467,NONE,N,MIRA MESA,44.0,1,1,0,0,0,1,1,0,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Dusty Rhodes Neighborhood Park,DUSTY RHODES NP,Dusty Rhodes Neighborhood Park,"2500 SUNSET CLIFFS BLVD,92107",San Diego,CA,92107,32.75215206,-117.23887385,20.49832015, ,Y,MISSION BAY PARK,45.0,1,1,0,0,0,1,0,0,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Torrey Pines City Park,TORREY PINES CITY PARK,Torrey Pines City Park,"12001 TORREY PINES PARK RD, 92037",San Diego,CA,12001,32.89919901,-117.24828968,494.1398165899999,DEDIC PK/OS--ORD.,,UNIVERSITY,0.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Miramar Overlook Neighborhood Park,MIRAMAR OVERLOOK NP,Miramar Overlook Neighborhood Park,"11417 Scripps Ranch Blvd, 92131",San Diego,CA,11417,32.92034148,-117.1022186,6.09007945,NONE,N,MIRAMAR RANCH NORTH,40.0,1,0,0,0,0,0,0,0,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Montezuma Neighborhood Park,MONTEZUMA NP,Montezuma Neighborhood Park,"4941 CATOCTIN DR, 92115",San Diego,CA,92115,32.76742677,-117.0603238,1.57339647,DEDIC PK/OS--ORD.,Y,COLLEGE AREA,41.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Penasquitos Town Center Neighborhood Park,PENASQUITOS TOWN CTR NP,Penasquitos Town Center Neighborhood Park,"13349 SALMON RIVER RD, 92129",San Diego,CA,13349,32.95913277,-117.12148548,1.90877427,NONE,N,RANCHO PEÑASQUITOS,40.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Mission Beach Park,MISSION BEACH PARK,Mission Beach Park,"804 W MISSION BAY DR, 92109",San Diego,CA,92109,32.76821665,-117.2524361,49.850721580000005,DEDIC PK/OS--ORD.,Y,MISSION BEACH,0.0,0,0,0,0,0,0,1,0,26,3,0,Parks_SD
park,City of San Diego Parks & Recreation,Silver Wing Neighborhood Park & Recreation Center,SILVER WING NP & REC CENTER,Silver Wing Neighborhood Park & Recreation Center,"3737 Arey Dr., 92154",San Diego,CA,92154,32.5775372,-117.05257232,13.02504773,DEDIC PK/OS--ORD.,Y,OTAY MESA-NESTOR,42.0,1,1,0,0,2,1,2,0,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,41st Street Mini-Park,GAMMA MP (41ST ST MP),41st Street Mini-Park,"4105 Gamma St., 92113",San Diego,CA,92113,32.68950051,-117.10577523,0.16076068,DEDIC PK/OS--ORD.,Y,SOUTHEASTERN SAN DIEGO,43.0,2,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Solana Highlands Neighborhood Park,SOLANA HIGHLANDS NP,Solana Highlands Neighborhood Park,"3520 Long Run Drive, 92130",San Diego,CA,92130,32.95589948000001,-117.23889057,11.812220320000002,DEDIC PK/OS--ORD.,Y,CARMEL VALLEY,40.0,1,0,0,0,2,1,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Walls of Excellence Mini-Park,WALLS OF EXCELLENCE MP,Walls of Excellence Mini-Park,"4932 IMPERIAL AVE, 92102",San Diego,CA,92102,32.70437822,-117.0884119,0.08945627, ,N,ENCANTO,43.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Cadman Community Park & Recreation Centers,CADMAN CP & REC CENTERS,Cadman Community Park & Recreation Centers,"4280 Avati Drive, 92117",San Diego,CA,92117,32.820533000000005,-117.21587986,8.348854560000001,DEDIC PK/OS--ORD.,Y,CLAIREMONT MESA,44.0,0,1,1,0,0,0,1,1,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Coral Gate Neighborhood Park,CORAL GATE NP,Coral Gate Neighborhood Park,"3279 Anella Rd., 92173",San Diego,CA,92173,32.54507023,-117.04974674,3.00381587,UNKNOWN,N,SAN YSIDRO,42.0,1,1,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Marina Linear Park,MARINA LINEAR NP,Marina Linear Park,"176 HARBOR DR, 92101",San Diego,CA,92101,32.70804741,-117.16142203,1.93385473,NONE,N,DOWNTOWN,45.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,East Gate Mini-Park #2,EAST GATE MP #2,East Gate Mini-Park #2,"9825 TOWNE CENTRE DR, 92121",San Diego,CA,92121,32.88595851,-117.21259912,0.48891368, ,N,UNIVERSITY CITY,44.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Horton Plaza Park,HORTON PLAZA NP,Horton Plaza Park,"325 Broadway Ave, 92101",San Diego,CA,92101,32.71539187,-117.16152859,1.30395222,DEDIC PK/OS--ORD.,,DOWNTOWN,45.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,West Lewis Mini-Park,W LEWIS ST MP,West Lewis Mini-Park,"792 W LEWIS ST, 92103",San Diego,CA,92103,32.751837980000005,-117.17070865,0.21995779, ,N,UPTOWN,41.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Gompers Neighborhood Park,GOMPERS NP,Gompers Neighborhood Park,"4926 Hilltop Dr., 92102",San Diego,CA,92102,32.71598436,-117.08876104,4.73441056,DEDIC PK/OS--ORD.,Y,ENCANTO,43.0,1,1,0,0,0,0,0,0,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Torrey Hills Neighborhood Park,TORREY HILLS NP,Torrey Hills Neighborhood Park,"4262 Calle Mejillones, 92130",San Diego,CA,92130,32.91805124,-117.2227715,14.96102936,DEDIC PK/OS--ORD.,Y,TORREY HILLS,40.0,1,1,0,0,2,2,1,0,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Hawk Pocket Park,HAWK POCKET PARK,Hawk Pocket Park,Guymon St.,San Diego,CA,,,,0.78878549,,N,ENCANTO,43.0,1,1,0,0,0,0,0,0,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Ocean View Hills Neighborhood Park,OCEAN VIEW HILLS NP,Ocean View Hills Neighborhood Park,"4925 OCEAN VIEW HILLS PKWY, 92154",San Diego,CA,92154,32.581963099999996,-117.02660386,5.11248349,NONE,N,OTAY MESA,42.0,1,1,0,0,0,0,1,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Carmel View Mini-Park,CARMEL VIEW MP,Carmel View Mini-Park,"3764 VALLEY CENTRE DR,92130",San Diego,CA,92130,32.93803882,-117.23398774,0.957732, ,N,CARMEL VALLEY,40.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Old Trolley Barn Neighborhood Park,OLD TROLLEY BARN NP,Old Trolley Barn Neighborhood Park,"1900 Adams Ave., 92116",San Diego,CA,92116,32.76294158,-117.1437597,3.58681635,DEDIC PK/OS--ORD.,Y,UPTOWN,41.0,0,1,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Sunnyslope Neighborhood Park,SUNNYSLOPE NP,Sunnyslope Neighborhood Park,"2600 Elm St., 92154",San Diego,CA,92154,32.58097443,-117.07812342,4.234684120000001,DEDIC PK/OS--ORD.,Y,OTAY MESA-NESTOR,42.0,1,1,0,0,0,0,1,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Charles L. Stevens III Memorial Park,CHARLES LEWIS III MEMORIAL PARK,Charles L. Stevens III Memorial Park,"4632 HOME AVE, 92105",San Diego,CA,92105,32.73405125,-117.09329129,6.22786189,DEDIC PK/OS--ORD.,Y,MID-CITY: CITY HEIGHTS,41.0,0,0,0,0,0,0,0,0,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Mission Heights Neighborhood Park,MISSION HEIGHTS NP,Mission Heights Neighborhood Park,"1716 Westinghouse Street, 92111",San Diego,CA,92111,32.77515596,-117.16693575,11.25536664,DEDIC PK/OS--ORD.,Y,LINDA VISTA,45.0,1,0,0,0,1,1,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Laureate Mini-Park,LAUREATE/MATA PARK MP,Laureate Mini-Park,"2219 AVE DE LA PLAYA, 92037",San Diego,CA,92037,32.85363219,-117.25521731,0.48256413,DEDIC PK/OS--ORD.,Y,LA JOLLA,44.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Camp Elloit Park,CAMP ELLIOTT NP (Undeveloped),Camp Elloit Park,"4916 Calle De Vida, 92124",San Diego,CA,92124,32.82289719,-117.07574539,6.620215010000001,SEE L1203 ENTRIES,N,TIERRASANTA,45.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Montclair Neighborhood Park,MONTCLAIR NP,Montclair Neighborhood Park,"2786 VANCOUVER AVE, 92104",San Diego,CA,92104,32.735124000000006,-117.11638662,9.14643339,DEDIC PK/OS--ORD.,N,GREATER NORTH PARK,41.0,1,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Wightman Street Neighborhood Park,WIGHTMAN ST NP,Wightman Street Neighborhood Park,"5028 WIGHTMAN ST, 92105",San Diego,CA,92105,32.74780197,-117.08584594,0.97041913,NONE,N,MID-CITY: CITY HEIGHTS,41.0,1,1,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Town and Country Neighborhood Park,TOWN AND COUNTRY NEIGHBORHOOD PARK,Town and Country Neighborhood Park,"500 Hotel Cir N, 92108",San Diego,CA,92108,1859362.128,6279494.85425,3.31,PARK PER DEED,,MISSION VALLEY,45.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,La Jolla Athletic Area-Allen Field,LA JOLLA ATHLETIC AREA,La Jolla Athletic Area-Allen Field,"4636 Torrey Pines Road, 92130",San Diego,CA,92130,32.86778754,-117.24351133,6.7673885,DEDIC PK/OS--ORD.,Y,LA JOLLA,44.0,0,0,0,0,0,2,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Hoyt Neighborhood Park,HOYT NP,Hoyt Neighborhood Park,"10805 CANYON LAKE DR, 92131",San Diego,CA,10805,32.9051285,-117.09948977,3.00082082, ,Y,SCRIPPS MIRAMAR RANCH,40.0,1,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Pacific Beach Community Park & Recreation Center,PACIFIC BEACH CP & REC CENTER,Pacific Beach Community Park & Recreation Center,"1405 Diamond Street, 92109",San Diego,CA,92109,32.80139402,-117.24470681,1.66234465,DEDIC PK/OS--ORD.,Y,PACIFIC BEACH,44.0,1,1,0,0,0,0,2,2,0,0,4,Parks_SD
park,City of San Diego Parks & Recreation,Black Mountain Ranch Community Park,BLACK MOUNTAIN RANCH CP,Black Mountain Ranch Community Park,"14700 Carmel Valley Road, 92128",San Diego,CA,14700,32.98884809,-117.12958,42.93536341,SEE L1203 ENTRIES,N,BLACK MOUNTAIN RANCH,40.0,0,0,0,0,4,3,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Canon Street Mini-Park,CANON STREET MP (Undeveloped),Canon Street Mini-Park,North end of Avendia de Portugal St.  92107,San Diego,CA,92107,32.72450252,-117.23591508,1.2962952,NONE,N,PENINSULA,45.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Hermosa Terrace Park,HERMOSA TERRACE PARK (Undeveloped),Hermosa Terrace Park,"6500 NEPTUNE PL, 92037",San Diego,CA,92037,32.8257191,-117.27983083,0.99359978,DEDIC PK/OS--ORD.,,LA JOLLA,0.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Ward Canyon Neighborhood Park,WARD CANYON NP,Ward Canyon Neighborhood Park,"4642 40TH ST, 92116",San Diego,CA,92116,32.76209345,-117.11054628,5.508530879999999, ,N,MID-CITY: NORMAL HEIGHTS,41.0,1,1,0,0,0,0,0,0,0,1,0,Parks_SD
park,City of San Diego Parks & Recreation,Martin Ave. Mini-Park,MARTIN AVE MP (Undeveloped),Martin Ave. Mini-Park,"3469 MARTIN AVE, 92113",San Diego,CA,92113,32.69918034,-117.1193186,0.1496101,NONE,N,SOUTHEASTERN SAN DIEGO,43.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Doyle Community Park & Recreation Center,DOYLE CP & REC CENTER,Doyle Community Park & Recreation Center,"3950 Berino Court, 92122",San Diego,CA,92122,32.864537,-117.21922999,26.33045463,DEDIC PK/OS--ORD.,Y,UNIVERSITY,44.0,1,2,0,1,2,1,2,0,1,2,0,Parks_SD
park,City of San Diego Parks & Recreation,Parkside Neighborhood Park,PARKSIDE NP,Parkside Neighborhood Park,"6240 Parkside Ave., 92139",San Diego,CA,92139,32.66769718,-117.05171272,5.49749805,DEDIC PK/OS--ORD.,Y,SKYLINE-PARADISE HILLS,43.0,1,1,0,0,0,0,1,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,Mission Beach Pocket Park,MISSION BEACH POCKET PARK,Mission Beach Pocket Park,,San Diego,CA,,32.462856,-117.15557,0.32,PARK PER DEED,N,MISSION BEACH,44.0,0,0,0,0,0,0,0,0,0,0,0,Parks_SD
park,City of San Diego Parks & Recreation,South Creek Neighborhood Park,SOUTH CREEK NP,South Creek Neighborhood Park,"12245 Wickerbay Cove, 92128",San Diego,CA,12245,32.94277751,-117.07968969,4.63335864,DEDIC PK/OS--ORD.,Y,SABRE SPRINGS,40.0,1,1,0,0,1,1,0,0,0,1,0,Parks_SD
